"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringAttributeComparatorEqual.Category record1Value","[2] StringAttributeComparatorEqual.Category record2Value","[2] StringAttributeComparatorEqual.Category record1PreprocessedValue","[2] StringAttributeComparatorEqual.Category record2PreprocessedValue","[2] StringAttributeComparatorEqual.Category similarity","[2] StringAttributeComparatorEqual.Category postproccesedSimilarity","[3] StringListAttributeComparatorLevenshtein.commonNames record1Value","[3] StringListAttributeComparatorLevenshtein.commonNames record2Value","[3] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.commonNames similarity","[3] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record1Value","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record2Value","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.commonNames similarity","[4] StringListAttributeAsWholeComparatorJaccard.commonNames postproccesedSimilarity","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record1Value","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record2Value","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record1PreprocessedValue","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record2PreprocessedValue","[5] StringListAttributeAsWholeComparatorJaccard.regionNames similarity","[5] StringListAttributeAsWholeComparatorJaccard.regionNames postproccesedSimilarity"
"WekaMatchingRule","BIO43402","ES658","0.0",,"thymophylla concinna","thysanocarpus conchuliferus","thymophylla concinna","thysanocarpus conchuliferus","0.0","0.0","thymophylla concinna","thysanocarpus conchuliferus","thymophylla concinna","thysanocarpus conchuliferus","0.37037037037037035","0.37037037037037035","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[sonoran pricklyleaf]","[santa cruz island fringepod]","[sonoran pricklyleaf]","[santa cruz island fringepod]","0.2222222222222222","0.2222222222222222","sonoran pricklyleaf","santa cruz island fringepod","sonoran pricklyleaf","santa cruz island fringepod","0.0","0.0","southwest","pacific southwest","southwest","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO06581","ES348","0.0",,"callicorixa alaskensis","callirhoe scabriuscula","callicorixa alaskensis","callirhoe scabriuscula","0.0","0.0","callicorixa alaskensis","callirhoe scabriuscula","callicorixa alaskensis","callirhoe scabriuscula","0.31818181818181823","0.31818181818181823","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[none]","[texas poppy mallow]","[none]","[texas poppy mallow]","0.05555555555555558","0.05555555555555558","none","texas poppy mallow","none","texas poppy mallow","0.0","0.0","pacific mountain prairie","southwest","pacific mountain prairie","southwest","0.0","0.0"
"WekaMatchingRule","BIO34794","ES1425","0.0",,"polistes aurifer","polyborus plancus audubonii","polistes aurifer","polyborus plancus audubonii","0.0","0.0","polistes aurifer","polyborus plancus audubonii","polistes aurifer","polyborus plancus audubonii","0.2962962962962963","0.2962962962962963","Insect","Bird","Insect","Bird","0.0","0.0","[none]","[audubon s crested caracara]","[none]","[audubon s crested caracara]","0.11538461538461542","0.11538461538461542","none","audubon s crested caracara","none","audubon s crested caracara","0.0","0.0","pacific","southeast","pacific","southeast","0.0","0.0"
"WekaMatchingRule","BIO23003","ES430","0.98",,"labordia tinifolia var. tinifolia","labordia tinifolia var. wahiawaensis","labordia tinifolia var. tinifolia","labordia tinifolia var. wahiawaensis","0.75","0.75","labordia tinifolia var. tinifolia","labordia tinifolia var. wahiawaensis","labordia tinifolia var. tinifolia","labordia tinifolia var. wahiawaensis","0.7222222222222222","0.7222222222222222","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[kamakahala]","[kamakahala]","[kamakahala]","[kamakahala]","1.0","1.0","kamakahala","kamakahala","kamakahala","kamakahala","1.0","1.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO11554","ES914","0.0",,"coryphantha sneedii var. guadalupensis","cordia bellonis","coryphantha sneedii var. guadalupensis","cordia bellonis","0.0","0.0","coryphantha sneedii var. guadalupensis","cordia bellonis","coryphantha sneedii var. guadalupensis","cordia bellonis","0.2894736842105263","0.2894736842105263","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[guadalupe pincushion cactus]","[no common name]","[guadalupe pincushion cactus]","[no common name]","0.2222222222222222","0.2222222222222222","guadalupe pincushion cactus","no common name","guadalupe pincushion cactus","no common name","0.0","0.0","southwest","southeast","southwest","southeast","0.0","0.0"
"WekaMatchingRule","BIO15444","ES1089","1.0","1","enhydra lutris nereis","enhydra lutris nereis","enhydra lutris nereis","enhydra lutris nereis","1.0","1.0","enhydra lutris nereis","enhydra lutris nereis","enhydra lutris nereis","enhydra lutris nereis","1.0","1.0","Mammal","Mammal","Mammal","Mammal","1.0","1.0","[sea otter]","[southern sea otter]","[sea otter]","[southern sea otter]","0.5","0.5","sea otter","southern sea otter","sea otter","southern sea otter","0.6666666666666666","0.6666666666666666","pacific southwest","pacific southwest","pacific southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO15727","ES1034","0.0",,"epilobium glaberrimum var. fastigiatum","epicrates inornatus","epilobium glaberrimum var. fastigiatum","epicrates inornatus","0.0","0.0","epilobium glaberrimum var. fastigiatum","epicrates inornatus","epilobium glaberrimum var. fastigiatum","epicrates inornatus","0.26315789473684215","0.26315789473684215","Vascular Plant","Reptile","Vascular Plant","Reptile","0.0","0.0","[glaucous willow herb, smooth willow herb]","[puerto rican boa]","[glaucous willow herb, smooth willow herb]","[puerto rican boa]","0.2222222222222222","0.2222222222222222","glaucous willow herb smooth willow herb","puerto rican boa","glaucous willow herb smooth willow herb","puerto rican boa","0.0","0.0","pacific mountain prairie","southeast","pacific mountain prairie","southeast","0.0","0.0"
"WekaMatchingRule","BIO10647","ES801","0.0",,"clivia miniata","clitoria fragrans","clivia miniata","clitoria fragrans","0.0","0.0","clivia miniata","clitoria fragrans","clivia miniata","clitoria fragrans","0.4117647058823529","0.4117647058823529","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[clivia, kaffir lily]","[pigeon wings]","[clivia, kaffir lily]","[pigeon wings]","0.16666666666666663","0.16666666666666663","clivia kaffir lily","pigeon wings","clivia kaffir lily","pigeon wings","0.0","0.0","pacific","southeast","pacific","southeast","0.0","0.0"
"WekaMatchingRule","BIO43935","ES434","0.0",,"tricholoma fulvum","trichomanes punctatum ssp. floridanum","tricholoma fulvum","trichomanes punctatum ssp. floridanum","0.0","0.0","tricholoma fulvum","trichomanes punctatum ssp. floridanum","tricholoma fulvum","trichomanes punctatum ssp. floridanum","0.29729729729729726","0.29729729729729726","Fungi","Vascular Plant","Fungi","Vascular Plant","0.0","0.0","[none]","[florida bristle fern]","[none]","[florida bristle fern]","0.09999999999999998","0.09999999999999998","none","florida bristle fern","none","florida bristle fern","0.0","0.0","pacific southwest","southeast","pacific southwest","southeast","0.0","0.0"
"WekaMatchingRule","BIO02922","ES392","0.64",,"arabis fendleri","arabis hoffmannii","arabis fendleri","arabis hoffmannii","0.3333333333333333","0.3333333333333333","arabis fendleri","arabis hoffmannii","arabis fendleri","arabis hoffmannii","0.5294117647058824","0.5294117647058824","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[fendler s rockcress, fendler rockcress]","[hoffmann s rock cress]","[fendler s rockcress, fendler rockcress]","[hoffmann s rock cress]","0.5714285714285714","0.5714285714285714","fendler s rockcress fendler rockcress","hoffmann s rock cress","fendler s rockcress fendler rockcress","hoffmann s rock cress","0.16666666666666666","0.16666666666666666","pacific southwest southwest mountain prairie","pacific southwest","pacific southwest southwest mountain prairie","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO43709","ES1423","0.0",,"toxicodendron vernix","toxolasma cylindrellus","toxicodendron vernix","toxolasma cylindrellus","0.0","0.0","toxicodendron vernix","toxolasma cylindrellus","toxicodendron vernix","toxolasma cylindrellus","0.2272727272727273","0.2272727272727273","Vascular Plant","Invertebrate","Vascular Plant","Invertebrate","0.0","0.0","[poison sumac]","[pale lilliput (pearlymussel)]","[poison sumac]","[pale lilliput (pearlymussel)]","0.1428571428571429","0.1428571428571429","poison sumac","pale lilliput (pearlymussel)","poison sumac","pale lilliput (pearlymussel)","0.0","0.0","northeast southeast","southeast","northeast southeast","southeast","0.5","0.5"
"WekaMatchingRule","BIO03633","ES110",,"0","artemisia tilesii ssp. elatior","cyrtandra sessilis","artemisia tilesii ssp. elatior","cyrtandra sessilis","0.0","0.0","artemisia tilesii ssp. elatior","cyrtandra sessilis","artemisia tilesii ssp. elatior","cyrtandra sessilis","0.2666666666666667","0.2666666666666667","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[wormwood, tilesius  wormwood]","[ha iwale]","[wormwood, tilesius  wormwood]","[ha iwale]","0.125","0.125","wormwood tilesius  wormwood","ha iwale","wormwood tilesius  wormwood","ha iwale","0.0","0.0","alaska","pacific","alaska","pacific","0.0","0.0"
"WekaMatchingRule","BIO43205","ES62","0.0",,"thelypodiopsis sagitatta var. ovalifolia","thelypteris yaucoensis","thelypodiopsis sagitatta var. ovalifolia","thelypteris yaucoensis","0.0","0.0","thelypodiopsis sagitatta var. ovalifolia","thelypteris yaucoensis","thelypodiopsis sagitatta var. ovalifolia","thelypteris yaucoensis","0.30000000000000004","0.30000000000000004","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[palmer s thelypody]","[no common name]","[palmer s thelypody]","[no common name]","0.05555555555555558","0.05555555555555558","palmer s thelypody","no common name","palmer s thelypody","no common name","0.0","0.0","mountain prairie","southeast","mountain prairie","southeast","0.0","0.0"
"WekaMatchingRule","BIO06754","ES503","0.0",,"caloplaca cladodes","callicarpa ampla","caloplaca cladodes","callicarpa ampla","0.0","0.0","caloplaca cladodes","callicarpa ampla","caloplaca cladodes","callicarpa ampla","0.33333333333333337","0.33333333333333337","Fungi","Vascular Plant","Fungi","Vascular Plant","0.0","0.0","[none]","[capa rosa]","[none]","[capa rosa]","0.11111111111111116","0.11111111111111116","none","capa rosa","none","capa rosa","0.0","0.0","mountain prairie","southeast","mountain prairie","southeast","0.0","0.0"
"WekaMatchingRule","BIO06677","ES8","0.0",,"callophrys spinetorum","calyptranthes thomasiana","callophrys spinetorum","calyptranthes thomasiana","0.0","0.0","callophrys spinetorum","calyptranthes thomasiana","callophrys spinetorum","calyptranthes thomasiana","0.25","0.25","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[thicket hairstreak]","[no common name]","[thicket hairstreak]","[no common name]","0.11111111111111116","0.11111111111111116","thicket hairstreak","no common name","thicket hairstreak","no common name","0.0","0.0","pacific southwest southwest pacific mountain prairie","southeast","pacific southwest southwest pacific mountain prairie","southeast","0.0","0.0"
"WekaMatchingRule","BIO07969","ES308","0.68",,"carex trichocarpa","carex albida","carex trichocarpa","carex albida","0.3333333333333333","0.3333333333333333","carex trichocarpa","carex albida","carex trichocarpa","carex albida","0.4117647058823529","0.4117647058823529","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[hairy fruit sedge, hairyfruit sedge]","[white sedge]","[hairy fruit sedge, hairyfruit sedge]","[white sedge]","0.4375","0.4375","hairy fruit sedge hairyfruit sedge","white sedge","hairy fruit sedge hairyfruit sedge","white sedge","0.2","0.2","northeast southeast midwest","pacific southwest","northeast southeast midwest","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO41619","ES1191","0.0",,"stellifer lanceolatus","sterna dougallii dougallii","stellifer lanceolatus","sterna dougallii dougallii","0.0","0.0","stellifer lanceolatus","sterna dougallii dougallii","stellifer lanceolatus","sterna dougallii dougallii","0.23076923076923073","0.23076923076923073","Fish","Bird","Fish","Bird","0.0","0.0","[star drum]","[roseate tern]","[star drum]","[roseate tern]","0.25","0.25","star drum","roseate tern","star drum","roseate tern","0.0","0.0","southeast","northeast southeast","southeast","northeast southeast","0.5","0.5"
"WekaMatchingRule","BIO36624","ES951","0.0",,"pyralidae crambus","pyrgulopsis roswellensis","pyralidae crambus","pyrgulopsis roswellensis","0.0","0.0","pyralidae crambus","pyrgulopsis roswellensis","pyralidae crambus","pyrgulopsis roswellensis","0.25","0.25","Insect","Slug/Snail","Insect","Slug/Snail","0.0","0.0","[none]","[roswell springsnail]","[none]","[roswell springsnail]","0.10526315789473684","0.10526315789473684","none","roswell springsnail","none","roswell springsnail","0.0","0.0","pacific southwest","southwest","pacific southwest","southwest","0.5","0.5"
"WekaMatchingRule","BIO38617","ES997","0.0",,"salvadora hexalepis hexalepis","salvelinus confluentus","salvadora hexalepis hexalepis","salvelinus confluentus","0.0","0.0","salvadora hexalepis hexalepis","salvelinus confluentus","salvadora hexalepis hexalepis","salvelinus confluentus","0.31034482758620685","0.31034482758620685","Reptile","Fish","Reptile","Fish","0.0","0.0","[desert patch nosed snake]","[bull trout]","[desert patch nosed snake]","[bull trout]","0.125","0.125","desert patch nosed snake","bull trout","desert patch nosed snake","bull trout","0.0","0.0","pacific southwest","pacific","pacific southwest","pacific","0.5","0.5"
"WekaMatchingRule","BIO32297","ES1131","0.0",,"peraphyllum ramosissimum","percina rex","peraphyllum ramosissimum","percina rex","0.0","0.0","peraphyllum ramosissimum","percina rex","peraphyllum ramosissimum","percina rex","0.20833333333333337","0.20833333333333337","Vascular Plant","Fish","Vascular Plant","Fish","0.0","0.0","[squaw apple, squawapple, squaw apple, wild crab apple]","[roanoke logperch]","[squaw apple, squawapple, squaw apple, wild crab apple]","[roanoke logperch]","0.125","0.125","squaw apple squawapple squaw apple wild crab apple","roanoke logperch","squaw apple squawapple squaw apple wild crab apple","roanoke logperch","0.0","0.0","pacific southwest mountain prairie","northeast","pacific southwest mountain prairie","northeast","0.0","0.0"
"WekaMatchingRule","BIO05867","ES1623","0.0",,"brachythecium tromsoense","branchinecta conservatio","brachythecium tromsoense","branchinecta conservatio","0.0","0.0","brachythecium tromsoense","branchinecta conservatio","brachythecium tromsoense","branchinecta conservatio","0.29166666666666663","0.29166666666666663","Nonvascular Plant","Crab/Lobster/Shrimp","Nonvascular Plant","Crab/Lobster/Shrimp","0.0","0.0","[none]","[conservancy fairy shrimp]","[none]","[conservancy fairy shrimp]","0.125","0.125","none","conservancy fairy shrimp","none","conservancy fairy shrimp","0.0","0.0","alaska","pacific southwest","alaska","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO31482","ES1121","0.0",,"parietaria pensylvanica","partula radiolata","parietaria pensylvanica","partula radiolata","0.0","0.0","parietaria pensylvanica","partula radiolata","parietaria pensylvanica","partula radiolata","0.3913043478260869","0.3913043478260869","Vascular Plant","Slug/Snail","Vascular Plant","Slug/Snail","0.0","0.0","[hammerwort, pennsylvania pellitory, blunt pellitory, pellitory]","[guam tree snail]","[hammerwort, pennsylvania pellitory, blunt pellitory, pellitory]","[guam tree snail]","0.19999999999999996","0.19999999999999996","hammerwort pennsylvania pellitory blunt pellitory pellitory","guam tree snail","hammerwort pennsylvania pellitory blunt pellitory pellitory","guam tree snail","0.0","0.0","northeast mountain prairie southwest pacific southeast midwest","pacific","northeast mountain prairie southwest pacific southeast midwest","pacific","0.14285714285714285","0.14285714285714285"
"WekaMatchingRule","BIO12730","ES995","1.0","1","cyprogenia stegaria","cyprogenia stegaria","cyprogenia stegaria","cyprogenia stegaria","1.0","1.0","cyprogenia stegaria","cyprogenia stegaria","cyprogenia stegaria","cyprogenia stegaria","1.0","1.0","Invertebrate","Invertebrate","Invertebrate","Invertebrate","1.0","1.0","[fanshell]","[fanshell]","[fanshell]","[fanshell]","1.0","1.0","fanshell","fanshell","fanshell","fanshell","1.0","1.0","southeast","southeast","southeast","southeast","1.0","1.0"
"WekaMatchingRule","BIO11326","ES941","0.0",,"coregonus nelsonii","corvus leucognaphalus","coregonus nelsonii","corvus leucognaphalus","0.0","0.0","coregonus nelsonii","corvus leucognaphalus","coregonus nelsonii","corvus leucognaphalus","0.2857142857142857","0.2857142857142857","Fish","Bird","Fish","Bird","0.0","0.0","[humpback whitefish]","[white necked crow]","[humpback whitefish]","[white necked crow]","0.05555555555555558","0.05555555555555558","humpback whitefish","white necked crow","humpback whitefish","white necked crow","0.0","0.0","alaska","southeast","alaska","southeast","0.0","0.0"
"WekaMatchingRule","BIO41856","ES1657","0.0",,"sternopsylla distincta texana","sterna antillarum browni","sternopsylla distincta texana","sterna antillarum browni","0.0","0.0","sternopsylla distincta texana","sterna antillarum browni","sternopsylla distincta texana","sterna antillarum browni","0.31034482758620685","0.31034482758620685","Insect","Bird","Insect","Bird","0.0","0.0","[none]","[california least tern]","[none]","[california least tern]","0.1428571428571429","0.1428571428571429","none","california least tern","none","california least tern","0.0","0.0","pacific southwest","pacific southwest","pacific southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO29433","ES1328","0.02",,"notorynchus cepedianus","noturus crypticus","notorynchus cepedianus","noturus crypticus","0.0","0.0","notorynchus cepedianus","noturus crypticus","notorynchus cepedianus","noturus crypticus","0.5","0.5","Fish","Fish","Fish","Fish","1.0","1.0","[broadnose sevengill shark, sevengill shark, bluntnose sevengill shark]","[chucky madtom]","[broadnose sevengill shark, sevengill shark, bluntnose sevengill shark]","[chucky madtom]","0.07999999999999996","0.07999999999999996","broadnose sevengill shark sevengill shark bluntnose sevengill shark","chucky madtom","broadnose sevengill shark sevengill shark bluntnose sevengill shark","chucky madtom","0.0","0.0","pacific southwest alaska","southeast","pacific southwest alaska","southeast","0.0","0.0"
