"RecordIDS","AverageConsistency","scientificName-Consistency","scientificName-Values","category-Consistency","category-Values","listingStatuses-Consistency","listingStatuses-Values","commonNames-Consistency","commonNames-Values","regionnames-Consistency","regionnames-Values","regions-Consistency","regions-Values"
"BIO22891+http://www.wikidata.org/entity/q304331","0.6666666666666666","1.0","{kinosternon sonoriense|kinosternon sonoriense}","1.0","{Reptile|Reptile}","0.0","{[none]|[near threatened]}","0.0","{[sonora mud turtle, sonoran mud turtle]|[sonoran mud turtle, sonoyta mud turtle, sonora mud turtle]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO21445+http://www.wikidata.org/entity/q2156296","0.8333333333333334","1.0","{hylaeus hula|hylaeus hula}","1.0","{Insect|Insect}","1.0","{[species of concern]}","0.0","{[none]|[hylaeus hula]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO32597+http://www.wikidata.org/entity/q1587890","0.8333333333333334","1.0","{petrochelidon fulva|petrochelidon fulva}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[cave swallow]|[cave swallow]}","1.0","{[southwest, southeast]}","1.0","{[2, 4]}"
"BIO20378+http://www.wikidata.org/entity/q522625","0.8333333333333334","1.0","{hermissenda crassicornis|hermissenda crassicornis}","1.0","{Slug/Snail|Slug/Snail}","1.0","{[none]}","0.0","{[hermissenda]|[hermissenda crassicornis]}","1.0","{[pacific southwest, alaska]}","1.0","{[8, 7]}"
"BIO29771+http://www.wikidata.org/entity/q1532527","0.8333333333333334","1.0","{odontopyxis trispinosa|odontopyxis trispinosa}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[pygmy poacher]|[odontopyxis trispinosa]}","1.0","{[pacific southwest, alaska]}","1.0","{[8, 7]}"
"BIO41849+http://www.wikidata.org/entity/q18875","0.6666666666666666","1.0","{sterna hirundo|sterna hirundo}","1.0","{Bird|Bird}","0.0","{[species of concern]|[least concern]}","0.0","{[northern common tern, commontern, common tern]|[common tern]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO05720+http://www.wikidata.org/entity/q1135851","0.8333333333333334","1.0","{botrytis cinerea|botrytis cinerea}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[botrytis cinerea]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO26798+http://www.wikidata.org/entity/q2085490","0.6666666666666666","0.0","{melanophthalma americana|melanophthalma mexicana}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[melanophthalma mexicana]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO15776+http://www.wikidata.org/entity/q1826807","0.6666666666666666","1.0","{epinephelus guttatus|epinephelus guttatus}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[red hind]|[rockhind, deady, red hind, koon, hind, lucky grouper, epinephelus guttatus]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO13431+http://www.wikidata.org/entity/q928311","0.8333333333333334","1.0","{desmognathus imitator|desmognathus imitator}","1.0","{Amphibian|Amphibian}","0.0","{[none]|[least concern]}","1.0","{[imitator salamander]|[imitator salamander]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO25795+http://www.wikidata.org/entity/q1099497","0.8333333333333334","1.0","{lycodes brevipes|lycodes brevipes}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[shortfin eelpout]|[lycodes brevipes]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO10334+http://www.wikidata.org/entity/q26597","0.6666666666666666","1.0","{clangula hyemalis|clangula hyemalis}","1.0","{Bird|Bird}","0.0","{[none]|[vulnerable]}","0.0","{[long tailed duck, clangula hyemalis, long tailed duck (oldsquaw), oldsquaw, old squaw]|[long tailed duck]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO14141+http://www.wikidata.org/entity/q2064765","0.8333333333333334","1.0","{dodecaceria concharum|dodecaceria concharum}","1.0","{Invertebrate|Invertebrate}","1.0","{[none]}","0.0","{[none]|[dodecaceria concharum]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO27804+http://www.wikidata.org/entity/q901568","0.6666666666666666","1.0","{molothrus ater|molothrus ater}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[brownn headed cowbird, eastern cowbird, cowbird, brown headed cowbird]|[brown headed cowbird]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO32469+http://www.wikidata.org/entity/q599917","0.8333333333333334","1.0","{peromyscus boylii|peromyscus boylii}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","1.0","{[brush mouse, brush deermouse]|[brush deermouse, brush mouse]}","1.0","{[pacific southwest, southwest, mountain prairie]}","1.0","{[8, 2, 6]}"
"BIO21397+BIO21398+http://www.wikidata.org/entity/q1855552","0.5","0.6666666666666666","{hygrophorus olivaceoalbidus|hygrophorus olivaceoalbus|hygrophorus olivaceoalbus}","1.0","{Fungi|Fungi|Fungi}","0.6666666666666666","{[none]|[none]|[least concern]}","0.6666666666666666","{[none]|[none]|[hygrophorus olivaceoalbus]}","0.0","{[pacific southwest]|[mountain prairie]}","0.0","{[8]|[6]}"
"BIO26685+http://www.wikidata.org/entity/q1264818","0.6666666666666666","1.0","{megascops kennicottii|megascops kennicottii}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[tecolote occidental, western screech owl, western screech owl]|[western screech owl, western screech owl]}","1.0","{[mountain prairie, pacific southwest, southwest, pacific, alaska]}","1.0","{[6, 8, 2, 1, 7]}"
"BIO23419+http://www.wikidata.org/entity/q301708","0.6666666666666666","1.0","{lasiurus borealis|lasiurus borealis}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","0.0","{[eastern red bat, northern red bat, red bat, new york bat]|[eastern red bat, red bat]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, southeast, midwest]}","1.0","{[5, 6, 8, 2, 4, 3]}"
"BIO03334+http://www.wikidata.org/entity/q1810881","0.6666666666666666","1.0","{argyropelecus hemigymnus|argyropelecus hemigymnus}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[spurred hatchetfish]|[common hatchetfish, half naked hatchetfish, halfnaked hatchetfish, hatchetfish, hatchet fish, axefish, spurred hatchetfish, silver hatchetfish, heaths hatchet fish, argyropelecus hemigymnus]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO11885+http://www.wikidata.org/entity/q953286","0.6666666666666666","1.0","{crotalus scutulatus|crotalus scutulatus}","1.0","{Reptile|Reptile}","0.0","{[none]|[least concern]}","0.0","{[mojave rattlesnake, mohave green, mohave rattlesnake, northern mohave rattlesnake]|[mohave rattlesnake, mojave rattlesnake, crotalus scutulatus]}","1.0","{[pacific southwest, southwest]}","1.0","{[8, 2]}"
"BIO11427+http://www.wikidata.org/entity/q1517961","0.8333333333333334","1.0","{cortinarius armillatus|cortinarius armillatus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[cortinarius armillatus]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO28931+http://www.wikidata.org/entity/q1769785","0.6666666666666666","1.0","{neotoma leucodon|neotoma leucodon}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","0.0","{[eastern white throated woodrat]|[white toothed woodrat]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO11027+http://www.wikidata.org/entity/q2108078","0.8333333333333334","1.0","{colymbetes densus|colymbetes densus}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[colymbetes densus]}","1.0","{[pacific, mountain prairie]}","1.0","{[1, 6]}"
"BIO45904+http://www.wikidata.org/entity/q2087021","0.8333333333333334","1.0","{zaniolepis latipinnis|zaniolepis latipinnis}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[longspine combfish]|[zaniolepis latipinnis]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO23919+http://www.wikidata.org/entity/q2071263","0.8333333333333334","1.0","{lepidostoma bryanti|lepidostoma bryanti}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[lepidostoma bryanti]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO05014+http://www.wikidata.org/entity/q555627","0.8333333333333334","1.0","{bathymaster caeruleofasciatus|bathymaster caeruleofasciatus}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[alaskan ronquil]|[bathymaster caeruleofasciatus]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO06202+http://www.wikidata.org/entity/q995346","0.8333333333333334","1.0","{bryum alpinum|bryum alpinum}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[alpine bryum moss]|[alpine bryum moss, bryum alpinum]}","1.0","{[mountain prairie]}","1.0","{[6]}"
"BIO25817+http://www.wikidata.org/entity/q995618","0.8333333333333334","1.0","{lycoperdon umbrinum|lycoperdon umbrinum}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[lycoperdon umbrinum]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO12681+http://www.wikidata.org/entity/q1304492","0.8333333333333334","1.0","{cypraea isabella|cypraea isabella}","1.0","{Slug/Snail|Slug/Snail}","1.0","{[none]}","0.0","{[none]|[luria isabella]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO20240+http://www.wikidata.org/entity/q612429","0.8333333333333334","1.0","{hemaris diffinis|hemaris diffinis}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[snowberry clearwing, hemaris diffinis]}","1.0","{[southeast, mountain prairie]}","1.0","{[4, 6]}"
"BIO30996+http://www.wikidata.org/entity/q2146310","0.8333333333333334","1.0","{pactopus hornii|pactopus hornii}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[pactopus hornii]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO00894+http://www.wikidata.org/entity/q1821197","0.8333333333333334","1.0","{aglossa cuprina|aglossa cuprina}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[grease moth, aglossa cuprina]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO34095+ES1488","1.0","1.0","{plagopterus argentissimus|plagopterus argentissimus}","1.0","{Fish|Fish}","1.0","{[endangered]|[endangered]}","1.0","{[woundfin]|[woundfin]}","1.0","{[mountain prairie]|[mountain prairie]}","1.0","{[6]|[6]}"
"BIO00970+http://www.wikidata.org/entity/q2072611","0.8333333333333334","1.0","{agriotes criddlei|agriotes criddlei}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[agriotes criddlei]}","1.0","{[pacific, mountain prairie]}","1.0","{[1, 6]}"
"BIO12066+http://www.wikidata.org/entity/q998347","0.8333333333333334","1.0","{cryptococcus fagisuga|cryptococcus fagisuga}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[beech scale, cryptococcus fagisuga]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO27405+http://www.wikidata.org/entity/q756981","0.6666666666666666","1.0","{micropogonias undulatus|micropogonias undulatus}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[atlantic croaker]|[roncadina, atlantic croaker, crocus, hardhead, croaker]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO39632+http://www.wikidata.org/entity/q1834040","0.8333333333333334","1.0","{sebastes reedi|sebastes reedi}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[yellowmouth rockfish]|[sebastes reedi]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO26108+http://www.wikidata.org/entity/q1305096","0.6666666666666666","1.0","{macromia margarita|macromia margarita}","1.0","{Insect|Insect}","0.0","{[under review]|[least concern]}","0.0","{[mountain river cruiser]|[mountain river cruiser, macromia margarita]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO42952+http://www.wikidata.org/entity/q1044378","0.6666666666666666","1.0","{terrapene carolina|terrapene carolina}","1.0","{Reptile|Reptile}","0.0","{[none]|[vulnerable]}","0.0","{[box turtle, eastern box turtle, common box turtle]|[common box turtle, eastern box turtle, mexican box turtle, american box turtle, yucatan box turtle, florida box turtle]}","1.0","{[pacific southwest, northeast, southeast, midwest]}","1.0","{[8, 5, 4, 3]}"
"BIO04114+http://www.wikidata.org/entity/q2097379","0.8333333333333334","1.0","{asterophora lycoperdoides|asterophora lycoperdoides}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[asterophora lycoperdoides]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO13873+http://www.wikidata.org/entity/q2181405","0.8333333333333334","1.0","{dinapate wrightii|dinapate wrightii}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[giant palm borer, dinapate wrightii]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO44260+http://www.wikidata.org/entity/q1811877","0.8333333333333334","1.0","{tripneustes gratilla|tripneustes gratilla}","1.0","{Invertebrate|Invertebrate}","1.0","{[none]}","0.0","{[none]|[collector urchin]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO28201+http://www.wikidata.org/entity/q939086","0.8333333333333334","1.0","{mycetinis scorodonius|mycetinis scorodonius}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[mycetinis scorodonius]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO04974+http://www.wikidata.org/entity/q530194","0.6666666666666666","1.0","{bartramia longicauda|bartramia longicauda}","1.0","{Bird|Bird}","0.0","{[species of concern]|[least concern]}","0.0","{[upland sandpiper, bartramian sandpiper, upland plover]|[upland sandpiper, bartrams sandpiper]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO18589+http://www.wikidata.org/entity/q331213","0.6666666666666666","1.0","{gekko gecko|gekko gecko}","1.0","{Reptile|Reptile}","0.0","{[none]|[least concern]}","0.0","{[tokay gecko, tokay gekko]|[tokay gecko]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO01237+http://www.wikidata.org/entity/q582461","0.8333333333333334","1.0","{allium canadense|allium canadense}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[none]}","0.0","{[meadow onion, canada garlic, wild onion, wild garlic, meadow garlic]|[meadow garlic, allium canadense]}","1.0","{[northeast, midwest, southeast]}","1.0","{[5, 3, 4]}"
"BIO12426+http://www.wikidata.org/entity/q26603","0.6666666666666666","1.0","{cygnus columbianus|cygnus columbianus}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[whistling swan, tundra swan]|[bewicks swan, whistling swan, tundra swan]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO44770+http://www.wikidata.org/entity/q1414026","0.8333333333333334","1.0","{uta stansburiana|uta stansburiana}","1.0","{Reptile|Reptile}","0.0","{[none]|[least concern]}","1.0","{[side blotched lizard, common side blotched lizard]|[side blotched lizard, common side blotched lizard]}","1.0","{[pacific southwest, southwest, mountain prairie]}","1.0","{[8, 2, 6]}"
"BIO31216+http://www.wikidata.org/entity/q1354807","0.8333333333333334","1.0","{paonias myops|paonias myops}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[small eyed sphinx, paonias myops]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO32457+ES1126+http://www.wikidata.org/entity/q1764601","0.27777777777777773","0.6666666666666666","{perognathus longimembris|perognathus longimembris pacificus|perognathus longimembris}","1.0","{Mammal|Mammal|Mammal}","0.0","{[none]|[endangered]|[least concern]}","0.0","{[little pocket mouse]|[pacific pocket mouse]|[los angeles pocket mouse, little pocket mouse, los angeles little pocket mouse]}","0.0","{[pacific southwest, southwest, mountain prairie]|[pacific southwest]}","0.0","{[8, 2, 6]|[8]}"
"BIO26615+http://www.wikidata.org/entity/q736052","0.8333333333333334","1.0","{megaceryle alcyon|megaceryle alcyon}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[belted kingfisher]|[belted kingfisher]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast]}","1.0","{[5, 6, 8, 2, 1, 7, 4]}"
"BIO06814+http://www.wikidata.org/entity/q522173","0.6666666666666666","1.0","{calothorax lucifer|calothorax lucifer}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[lucifer hummingbird]|[lucifer sheartail, lucifer hummingbird]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO43677+ES805","1.0","1.0","{townsendia aprica|townsendia aprica}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[threatened]|[threatened]}","1.0","{[last chance townsendia]|[last chance townsendia]}","1.0","{[mountain prairie]|[mountain prairie]}","1.0","{[6]|[6]}"
"BIO29247+ES183","0.8333333333333334","1.0","{nitrophila mohavensis|nitrophila mohavensis}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","0.0","{[amargosa nitrophila]|[amargosa niterwort]}","1.0","{[pacific southwest]|[pacific southwest]}","1.0","{[8]|[8]}"
"BIO39621+http://www.wikidata.org/entity/q2185792","0.8333333333333334","1.0","{sebastes melanostomus|sebastes melanostomus}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[blackgill rockfish]|[sebastes melanostomus]}","1.0","{[pacific southwest, alaska]}","1.0","{[8, 7]}"
"BIO06609+BIO06610+http://www.wikidata.org/entity/q830385","0.38888888888888884","0.6666666666666666","{callipepla californica|callipepla californicus|callipepla californica}","1.0","{Bird|Bird|Bird}","0.6666666666666666","{[none]|[none]|[least concern]}","0.0","{[californian quail, california quail]|[california quail]|[california quail, callipepla californica]}","0.0","{[pacific southwest, pacific]|[pacific southwest]}","0.0","{[8, 1]|[8]}"
"BIO24862+ES367","0.8333333333333334","1.0","{linum arenicola|linum arenicola}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[proposed endangered]|[endangered]}","1.0","{[sand flax]|[sand flax]}","1.0","{[southeast]|[southeast]}","1.0","{[4]|[4]}"
"BIO39613+http://www.wikidata.org/entity/q292278","0.8333333333333334","1.0","{sebastes goodei|sebastes goodei}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[chilipepper]|[sebastes goodei]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO00611+http://www.wikidata.org/entity/q477918","0.8333333333333334","1.0","{aedes albopictus|aedes albopictus}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[forest day mosquito]|[asian tiger mosquito]}","1.0","{[southeast, pacific]}","1.0","{[4, 1]}"
"BIO11872+http://www.wikidata.org/entity/q1417249","0.8333333333333334","1.0","{crotalus horridus|crotalus horridus}","1.0","{Reptile|Reptile}","0.0","{[none]|[least concern]}","1.0","{[timber rattlesnake]|[timber rattlesnake]}","1.0","{[northeast, southeast]}","1.0","{[5, 4]}"
"BIO26661+http://www.wikidata.org/entity/q756975","0.6666666666666666","1.0","{megalops atlanticus|megalops atlanticus}","1.0","{Fish|Fish}","0.0","{[none]|[vulnerable]}","0.0","{[tarpon]|[tarpon, atlantic tarpon]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO18560+http://www.wikidata.org/entity/q558990","0.6666666666666666","1.0","{gavia pacifica|gavia pacifica}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[pacific loon, arctic loon, pacific diver]|[pacific loon, pacific diver]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast]}","1.0","{[5, 6, 8, 2, 1, 7, 4]}"
"BIO05019+http://www.wikidata.org/entity/q643892","0.8333333333333334","1.0","{bathyphantes pallidus|bathyphantes pallidus}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[bathyphantes pallidus]}","1.0","{[southeast]}","1.0","{[4]}"
