"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"regionnames","1.0","regionnames-{BIO27814}","BIO27814","{[southeast]}","[southeast]",,
"listingStatuses","1.0","listingStatuses-{BIO31753}","BIO31753","{[none]}","[none]",,
"regionnames","1.0","regionnames-{BIO18200}","BIO18200","{[mountain prairie, alaska]}","[alaska, mountain prairie]",,
"commonNames","1.0","commonNames-{BIO40841+http://www.wikidata.org/entity/q1769703}","BIO40841+http://www.wikidata.org/entity/q1769703","{[southeastern shrew]|[southeastern shrew]}","[southeastern shrew]",,
"regions","1.0","regions-{BIO39440}","BIO39440","{[1]}","[1]",,
"category","1.0","category-{BIO18521+http://www.wikidata.org/entity/q2181155}","BIO18521+http://www.wikidata.org/entity/q2181155","{Amphibian|Amphibian}","Amphibian",,
"regionnames","1.0","regionnames-{BIO30102}","BIO30102","{[pacific southwest, pacific, alaska]}","[pacific southwest, alaska, pacific]",,
"regionnames","1.0","regionnames-{BIO18467}","BIO18467","{[pacific southwest, northeast, southeast, pacific]}","[pacific southwest, northeast, pacific, southeast]",,
"regionnames","1.0","regionnames-{BIO26615}","BIO26615","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast]}","[pacific southwest, southwest, alaska, mountain prairie, northeast, pacific, southeast]",,
"regionnames","1.0","regionnames-{BIO32896}","BIO32896","{[northeast]}","[northeast]",,
"listingStatuses","0.0","listingStatuses-{BIO43083+http://www.wikidata.org/entity/q348917}","BIO43083+http://www.wikidata.org/entity/q348917","{[none]|[least concern]}","[least concern, none]",,
"listingStatuses","1.0","listingStatuses-{BIO32952}","BIO32952","{[none]}","[none]",,
"scientificName","1.0","scientificName-{BIO37059+http://www.wikidata.org/entity/q72725}","BIO37059+http://www.wikidata.org/entity/q72725","{rana sylvatica|rana sylvatica}","rana sylvatica",,
"regions","1.0","regions-{BIO14141}","BIO14141","{[8]}","[8]",,
"regions","0.0","regions-{BIO22198+ES748}","BIO22198+ES748","{[2]|[6]}","[2, 6]",,
"listingStatuses","0.0","listingStatuses-{BIO40495+http://www.wikidata.org/entity/q597684}","BIO40495+http://www.wikidata.org/entity/q597684","{[none]|[least concern]}","[least concern, none]",,
"commonNames","0.0","commonNames-{BIO04759+http://www.wikidata.org/entity/q26635}","BIO04759+http://www.wikidata.org/entity/q26635","{[greater scaup, greater scaup duck]|[scaup, greater scaup]}","[greater scaup, greater scaup duck, scaup]",,
"regionnames","1.0","regionnames-{BIO23019}","BIO23019","{[pacific]}","[pacific]",,
"scientificName","1.0","scientificName-{BIO16830+http://www.wikidata.org/entity/q2117307}","BIO16830+http://www.wikidata.org/entity/q2117307","{etheostoma rufilineatum|etheostoma rufilineatum}","etheostoma rufilineatum",,
"regionnames","1.0","regionnames-{BIO27946}","BIO27946","{[southeast]}","[southeast]",,
"listingStatuses","1.0","listingStatuses-{BIO17586}","BIO17586","{[none]}","[none]",,
"commonNames","0.0","commonNames-{BIO39484+http://www.wikidata.org/entity/q1851185}","BIO39484+http://www.wikidata.org/entity/q1851185","{[reef scorpionfish]|[reef scorpionfish, scorpaenodes caribbaeus]}","[scorpaenodes caribbaeus, reef scorpionfish]",,
"category","1.0","category-{BIO00606+http://www.wikidata.org/entity/q432327}","BIO00606+http://www.wikidata.org/entity/q432327","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO32626+http://www.wikidata.org/entity/q2056426}","BIO32626+http://www.wikidata.org/entity/q2056426","{Spider/Scorpion|Spider/Scorpion}","Spider/Scorpion",,
"regionnames","1.0","regionnames-{BIO13691}","BIO13691","{[northeast, southeast, mountain prairie]}","[mountain prairie, northeast, southeast]",,
"commonNames","0.0","commonNames-{BIO23795+http://www.wikidata.org/entity/q1513219}","BIO23795+http://www.wikidata.org/entity/q1513219","{[none]|[lentinus tigrinus]}","[lentinus tigrinus, none]",,
"listingStatuses","0.0","listingStatuses-{BIO29412+http://www.wikidata.org/entity/q1762293}","BIO29412+http://www.wikidata.org/entity/q1762293","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO30103}","BIO30103","{[pacific southwest, pacific, midwest, alaska]}","[pacific southwest, alaska, midwest, pacific]",,
"commonNames","0.0","commonNames-{BIO37820+http://www.wikidata.org/entity/q1560170}","BIO37820+http://www.wikidata.org/entity/q1560170","{[none]|[riccardia multifida]}","[riccardia multifida, none]",,
"category","1.0","category-{BIO01472+http://www.wikidata.org/entity/q1784198}","BIO01472+http://www.wikidata.org/entity/q1784198","{Fungi|Fungi}","Fungi",,
"regions","1.0","regions-{BIO38244}","BIO38244","{[8]}","[8]",,
"listingStatuses","0.0","listingStatuses-{BIO02231+http://www.wikidata.org/entity/q469940}","BIO02231+http://www.wikidata.org/entity/q469940","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO44884}","BIO44884","{[pacific southwest, mountain prairie, pacific, alaska]}","[pacific southwest, alaska, mountain prairie, pacific]",,
"listingStatuses","1.0","listingStatuses-{BIO02934+ES392}","BIO02934+ES392","{[endangered]|[endangered]}","[endangered]",,
"regionnames","1.0","regionnames-{BIO18202}","BIO18202","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","[pacific southwest, southwest, alaska, mountain prairie, northeast, midwest, pacific, southeast]",,
"commonNames","0.0","commonNames-{BIO27522+http://www.wikidata.org/entity/q1849887}","BIO27522+http://www.wikidata.org/entity/q1849887","{[none]|[mimosestes amicus]}","[none, mimosestes amicus]",,
"listingStatuses","0.0","listingStatuses-{BIO21779+http://www.wikidata.org/entity/q1839861}","BIO21779+http://www.wikidata.org/entity/q1839861","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO36590}","BIO36590","{[southeast]}","[southeast]",,
"scientificName","1.0","scientificName-{BIO43241+http://www.wikidata.org/entity/q958103}","BIO43241+http://www.wikidata.org/entity/q958103","{thelypteris palustris|thelypteris palustris}","thelypteris palustris",,
"listingStatuses","0.0","listingStatuses-{BIO00606+http://www.wikidata.org/entity/q432327}","BIO00606+http://www.wikidata.org/entity/q432327","{[none]|[least concern]}","[least concern, none]",,
"listingStatuses","0.0","listingStatuses-{BIO05410+http://www.wikidata.org/entity/q1298879}","BIO05410+http://www.wikidata.org/entity/q1298879","{[none]|[least concern]}","[least concern, none]",,
"scientificName","1.0","scientificName-{BIO22956+http://www.wikidata.org/entity/q898044}","BIO22956+http://www.wikidata.org/entity/q898044","{kretzschmaria deusta|kretzschmaria deusta}","kretzschmaria deusta",,
"regionnames","1.0","regionnames-{BIO10097}","BIO10097","{[pacific]}","[pacific]",,
"commonNames","0.0","commonNames-{BIO13167+http://www.wikidata.org/entity/q740741}","BIO13167+http://www.wikidata.org/entity/q740741","{[fulvous whistling duck, fulvous whistling duck]|[fulvous whistling duck, fulvous duck, fulvous whistling duck]}","[fulvous duck, fulvous whistling duck]",,
"regions","1.0","regions-{BIO44260}","BIO44260","{[1]}","[1]",,
"regions","1.0","regions-{BIO38245}","BIO38245","{[8, 5, 6]}","[5, 6, 8]",,
"regions","1.0","regions-{BIO42828}","BIO42828","{[5, 3]}","[3, 5]",,
"category","1.0","category-{BIO04896+http://www.wikidata.org/entity/q1277472}","BIO04896+http://www.wikidata.org/entity/q1277472","{Fish|Fish}","Fish",,
"scientificName","1.0","scientificName-{BIO11886+http://www.wikidata.org/entity/q617863}","BIO11886+http://www.wikidata.org/entity/q617863","{crotalus tigris|crotalus tigris}","crotalus tigris",,
"regionnames","1.0","regionnames-{BIO27815}","BIO27815","{[pacific]}","[pacific]",,
"commonNames","1.0","commonNames-{BIO14022+http://www.wikidata.org/entity/q739230}","BIO14022+http://www.wikidata.org/entity/q739230","{[california kangaroo rat]|[california kangaroo rat]}","[california kangaroo rat]",,
"scientificName","1.0","scientificName-{BIO43116+http://www.wikidata.org/entity/q310702}","BIO43116+http://www.wikidata.org/entity/q310702","{thamnophis atratus|thamnophis atratus}","thamnophis atratus",,
"scientificName","1.0","scientificName-{BIO00705+http://www.wikidata.org/entity/q1262009}","BIO00705+http://www.wikidata.org/entity/q1262009","{aethia psittacula|aethia psittacula}","aethia psittacula",,
"regionnames","1.0","regionnames-{BIO11294}","BIO11294","{[northeast]}","[northeast]",,
"category","1.0","category-{BIO20240+http://www.wikidata.org/entity/q612429}","BIO20240+http://www.wikidata.org/entity/q612429","{Insect|Insect}","Insect",,
"category","1.0","category-{BIO41330+http://www.wikidata.org/entity/q611926}","BIO41330+http://www.wikidata.org/entity/q611926","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO43134+http://www.wikidata.org/entity/q385759}","BIO43134+http://www.wikidata.org/entity/q385759","{Reptile|Reptile}","Reptile",,
"category","1.0","category-{BIO13197+http://www.wikidata.org/entity/q536690}","BIO13197+http://www.wikidata.org/entity/q536690","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO25799+http://www.wikidata.org/entity/q1099464}","BIO25799+http://www.wikidata.org/entity/q1099464","{Fish|Fish}","Fish",,
"regionnames","1.0","regionnames-{BIO27943}","BIO27943","{[northeast]}","[northeast]",,
"regionnames","1.0","regionnames-{BIO29374}","BIO29374","{[northeast, mountain prairie, pacific southwest, southwest, southeast, midwest]}","[pacific southwest, southwest, mountain prairie, northeast, midwest, southeast]",,
"commonNames","1.0","commonNames-{BIO20086+ES138}","BIO20086+ES138","{[island rush rose]|[island rush rose]}","[island rush rose]",,
"scientificName","1.0","scientificName-{BIO38244+http://www.wikidata.org/entity/q1784176}","BIO38244+http://www.wikidata.org/entity/q1784176","{russula adusta|russula adusta}","russula adusta",,
"commonNames","0.0","commonNames-{BIO22903+http://www.wikidata.org/entity/q27648}","BIO22903+http://www.wikidata.org/entity/q27648","{[bluebuttons, field scabiosa]|[field scabiosa, field scabious]}","[field scabiosa, field scabious, bluebuttons]",,
"regions","1.0","regions-{BIO42827}","BIO42827","{[5, 3, 4]}","[3, 4, 5]",,
"regionnames","1.0","regionnames-{BIO25679}","BIO25679","{[southeast]}","[southeast]",,
"category","1.0","category-{BIO33297+http://www.wikidata.org/entity/q1245140}","BIO33297+http://www.wikidata.org/entity/q1245140","{Insect|Insect}","Insect",,
"regions","1.0","regions-{BIO45023+ES1349}","BIO45023+ES1349","{[4]|[4]}","[4]",,
"category","1.0","category-{BIO39582+http://www.wikidata.org/entity/q560785}","BIO39582+http://www.wikidata.org/entity/q560785","{Fish|Fish}","Fish",,
"commonNames","0.0","commonNames-{BIO10645+http://www.wikidata.org/entity/q856834}","BIO10645+http://www.wikidata.org/entity/q856834","{[none]|[clitopilus prunulus]}","[none, clitopilus prunulus]",,
"regionnames","1.0","regionnames-{BIO18204}","BIO18204","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO33833}","BIO33833","{[southeast]}","[southeast]",,
"commonNames","0.0","commonNames-{BIO45866+http://www.wikidata.org/entity/q310497}","BIO45866+http://www.wikidata.org/entity/q310497","{[beaked yucca]|[yucca rostrata]}","[beaked yucca, yucca rostrata]",,
"regions","1.0","regions-{BIO37047}","BIO37047","{[4]}","[4]",,
"scientificName","1.0","scientificName-{BIO45388+http://www.wikidata.org/entity/q596266}","BIO45388+http://www.wikidata.org/entity/q596266","{vireo gilvus|vireo gilvus}","vireo gilvus",,
"commonNames","0.0","commonNames-{BIO39985+http://www.wikidata.org/entity/q575704}","BIO39985+http://www.wikidata.org/entity/q575704","{[amberjack, greater amberjack]|[purplish amberjack, greater yellowtail, allied kingfish, great amberfish, sailors choice, amberjack, samson fish, great yellowtail, yellow tail, rock salmon, greater amberjack, yellow trevally, jenny lind]}","[amberjack, allied kingfish, greater yellowtail, purplish amberjack, yellow trevally, yellow tail, jenny lind, samson fish, great yellowtail, great amberfish, greater amberjack, rock salmon, sailors choice]",,
"regionnames","1.0","regionnames-{BIO30239}","BIO30239","{[pacific southwest]}","[pacific southwest]",,
"regionnames","1.0","regionnames-{BIO10091}","BIO10091","{[pacific]}","[pacific]",,
"regionnames","1.0","regionnames-{BIO00247}","BIO00247","{[pacific southwest, pacific]}","[pacific southwest, pacific]",,
"regionnames","1.0","regionnames-{BIO27942}","BIO27942","{[northeast, southeast, pacific]}","[northeast, pacific, southeast]",,
"regions","1.0","regions-{BIO03354}","BIO03354","{[4]}","[4]",,
"regions","1.0","regions-{BIO07183}","BIO07183","{[5, 6, 8, 2, 1, 4]}","[1, 2, 4, 5, 6, 8]",,
"listingStatuses","1.0","listingStatuses-{BIO45039}","BIO45039","{[species of concern]}","[species of concern]",,
"commonNames","0.0","commonNames-{BIO35928+http://www.wikidata.org/entity/q2041862}","BIO35928+http://www.wikidata.org/entity/q2041862","{[none]|[psephenus herricki]}","[psephenus herricki, none]",,
"listingStatuses","0.0","listingStatuses-{BIO15346+http://www.wikidata.org/entity/q1265955}","BIO15346+http://www.wikidata.org/entity/q1265955","{[none]|[least concern]}","[least concern, none]",,
"regions","1.0","regions-{BIO42826}","BIO42826","{[8, 1, 6]}","[1, 6, 8]",,
"listingStatuses","1.0","listingStatuses-{BIO06409}","BIO06409","{[none]}","[none]",,
"scientificName","1.0","scientificName-{BIO24390+http://www.wikidata.org/entity/q1792744}","BIO24390+http://www.wikidata.org/entity/q1792744","{leucodon sciuroides|leucodon sciuroides}","leucodon sciuroides",,
"category","1.0","category-{BIO21094+http://www.wikidata.org/entity/q1150934}","BIO21094+http://www.wikidata.org/entity/q1150934","{Fish|Fish}","Fish",,
"scientificName","1.0","scientificName-{BIO05562+http://www.wikidata.org/entity/q2172613}","BIO05562+http://www.wikidata.org/entity/q2172613","{bombus fernaldae|bombus fernaldae}","bombus fernaldae",,
"regionnames","1.0","regionnames-{BIO24217}","BIO24217","{[southwest, southeast]}","[southwest, southeast]",,
"category","1.0","category-{BIO30698+http://www.wikidata.org/entity/q2052339}","BIO30698+http://www.wikidata.org/entity/q2052339","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO38724+http://www.wikidata.org/entity/q1725670}","BIO38724+http://www.wikidata.org/entity/q1725670","{sander canadensis|sander canadensis}","sander canadensis",,
"scientificName","1.0","scientificName-{BIO16806+http://www.wikidata.org/entity/q2043507}","BIO16806+http://www.wikidata.org/entity/q2043507","{etheostoma barbouri|etheostoma barbouri}","etheostoma barbouri",,
"scientificName","1.0","scientificName-{BIO45806+ES943}","BIO45806+ES943","{xyrauchen texanus|xyrauchen texanus}","xyrauchen texanus",,
"category","1.0","category-{BIO10743+http://www.wikidata.org/entity/q18923}","BIO10743+http://www.wikidata.org/entity/q18923","{Bird|Bird}","Bird",,
"regionnames","0.0","regionnames-{BIO05485+BIO05537}","BIO05485+BIO05537","{[alaska]|[mountain prairie, pacific, alaska]}","[alaska, mountain prairie, pacific]",,
"regionnames","1.0","regionnames-{BIO01444}","BIO01444","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO36593}","BIO36593","{[southeast]}","[southeast]",,
"category","1.0","category-{BIO29621+http://www.wikidata.org/entity/q1269064}","BIO29621+http://www.wikidata.org/entity/q1269064","{Bird|Bird}","Bird",,
"scientificName","1.0","scientificName-{BIO23339+http://www.wikidata.org/entity/q1404234}","BIO23339+http://www.wikidata.org/entity/q1404234","{larix lyallii|larix lyallii}","larix lyallii",,
"commonNames","0.0","commonNames-{BIO06864+BIO06874+http://www.wikidata.org/entity/q1307515}","BIO06864+BIO06874+http://www.wikidata.org/entity/q1307515","{[blue green scale moss]|[calypogeja]|[calypogeia fissa]}","[calypogeia fissa, blue green scale moss, calypogeja]",,
"listingStatuses","0.0","listingStatuses-{BIO41217+http://www.wikidata.org/entity/q971191}","BIO41217+http://www.wikidata.org/entity/q971191","{[none]|[least concern]}","[least concern, none]",,
"listingStatuses","1.0","listingStatuses-{BIO14824}","BIO14824","{[none]}","[none]",,
"scientificName","1.0","scientificName-{BIO30102+http://www.wikidata.org/entity/q475211}","BIO30102+http://www.wikidata.org/entity/q475211","{oncorhynchus keta|oncorhynchus keta}","oncorhynchus keta",,
"regions","1.0","regions-{BIO43189}","BIO43189","{[4]}","[4]",,
"regionnames","1.0","regionnames-{BIO27945}","BIO27945","{[pacific]}","[pacific]",,
"scientificName","1.0","scientificName-{BIO15463+http://www.wikidata.org/entity/q2149892}","BIO15463+http://www.wikidata.org/entity/q2149892","{enneanectes boehlkei|enneanectes boehlkei}","enneanectes boehlkei",,
"scientificName","1.0","scientificName-{BIO28316+ES1243}","BIO28316+ES1243","{myotis septentrionalis|myotis septentrionalis}","myotis septentrionalis",,
