"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard record1Value","[0] StringAttributeComparatorJaccard record2Value","[0] StringAttributeComparatorJaccard record1PreprocessedValue","[0] StringAttributeComparatorJaccard record2PreprocessedValue","[0] StringAttributeComparatorJaccard similarity","[0] StringAttributeComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","ES1286","BIO32490","0.25",,"peromyscus polionotus ammobates","peromyscus truei truei","peromyscus polionotus ammobates","peromyscus truei truei","0.25","0.25"
"LinearCombinationMatchingRule","ES1430","BIO16826","0.3333333333333333",,"etheostoma nuchale","etheostoma percnurum","etheostoma nuchale","etheostoma percnurum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1038","BIO16825","0.3333333333333333",,"etheostoma wapiti","etheostoma pallididorsum","etheostoma wapiti","etheostoma pallididorsum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1212","BIO08946","0.0",,"chasmistes liorus","chaenopsis limbaughi","chasmistes liorus","chaenopsis limbaughi","0.0","0.0"
"LinearCombinationMatchingRule","ES1212","BIO08947","0.0",,"chasmistes liorus","chaenopsis ocellata","chasmistes liorus","chaenopsis ocellata","0.0","0.0"
"LinearCombinationMatchingRule","ES1051","BIO05036","0.3333333333333333",,"batrachoseps aridus","batrachoseps attenuatus","batrachoseps aridus","batrachoseps attenuatus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1051","BIO05035","0.3333333333333333",,"batrachoseps aridus","batrachoseps attenuatis","batrachoseps aridus","batrachoseps attenuatis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1507","BIO16833","0.3333333333333333",,"etheostoma osburni","etheostoma simoterum","etheostoma osburni","etheostoma simoterum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1305","BIO43145","0.3333333333333333",,"thamnophis gigas","thamnophis sirtalis sirtalis","thamnophis gigas","thamnophis sirtalis sirtalis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES967","BIO29482","0.0",,"notropis albizonatus","noturus miurus","notropis albizonatus","noturus miurus","0.0","0.0"
"LinearCombinationMatchingRule","ES1286","BIO32462","0.0",,"peromyscus polionotus ammobates","perognathus penicillatus stephensi","peromyscus polionotus ammobates","perognathus penicillatus stephensi","0.0","0.0"
"LinearCombinationMatchingRule","ES1507","BIO16818","0.3333333333333333",,"etheostoma osburni","etheostoma histrio","etheostoma osburni","etheostoma histrio","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1507","BIO16817","0.3333333333333333",,"etheostoma osburni","etheostoma gutselli","etheostoma osburni","etheostoma gutselli","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1331","BIO43140","0.6666666666666666",,"thamnophis sirtalis tetrataenia","thamnophis sirtalis","thamnophis sirtalis tetrataenia","thamnophis sirtalis","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES964","BIO08347","0.25",,"catostomus discobolus yarrowi","catostomus macrocheilus","catostomus discobolus yarrowi","catostomus macrocheilus","0.25","0.25"
"LinearCombinationMatchingRule","ES987","BIO23881","0.3333333333333333",,"lepidochelys olivacea","lepidochelys kempi","lepidochelys olivacea","lepidochelys kempi","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES964","BIO08346","0.16666666666666666",,"catostomus discobolus yarrowi","catostomus latipinnis x commersonii","catostomus discobolus yarrowi","catostomus latipinnis x commersonii","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","ES1430","BIO16813","0.3333333333333333",,"etheostoma nuchale","etheostoma collettei","etheostoma nuchale","etheostoma collettei","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES987","BIO23882","0.3333333333333333",,"lepidochelys olivacea","lepidochelys kempii","lepidochelys olivacea","lepidochelys kempii","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1038","BIO16814","0.3333333333333333",,"etheostoma wapiti","etheostoma exile","etheostoma wapiti","etheostoma exile","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES957","BIO29468","0.0",,"noturus placidus","notropis telescopus","noturus placidus","notropis telescopus","0.0","0.0"
"LinearCombinationMatchingRule","ES985","BIO29472","0.3333333333333333",,"noturus flavipinnis","noturus baileyi","noturus flavipinnis","noturus baileyi","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1051","BIO05047","0.3333333333333333",,"batrachoseps aridus","batrachoseps simatus","batrachoseps aridus","batrachoseps simatus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1051","BIO05048","0.3333333333333333",,"batrachoseps aridus","batrachoseps stebbinsi","batrachoseps aridus","batrachoseps stebbinsi","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES985","BIO29471","0.3333333333333333",,"noturus flavipinnis","noturus albater","noturus flavipinnis","noturus albater","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1507","BIO16821","0.3333333333333333",,"etheostoma osburni","etheostoma lepidum","etheostoma osburni","etheostoma lepidum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1051","BIO05040","0.3333333333333333",,"batrachoseps aridus","batrachoseps gregarius","batrachoseps aridus","batrachoseps gregarius","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES985","BIO29479","0.3333333333333333",,"noturus flavipinnis","noturus insignis","noturus flavipinnis","noturus insignis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1193","BIO16809","0.3333333333333333",,"etheostoma phytophilum","etheostoma caeruleum","etheostoma phytophilum","etheostoma caeruleum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1570","BIO45404","0.25",,"vireo bellii pusillus","vireo solitarius solitarius","vireo bellii pusillus","vireo solitarius solitarius","0.25","0.25"
"LinearCombinationMatchingRule","ES964","BIO08350","0.25",,"catostomus discobolus yarrowi","catostomus platyrhynchus","catostomus discobolus yarrowi","catostomus platyrhynchus","0.25","0.25"
"LinearCombinationMatchingRule","ES964","BIO08351","0.25",,"catostomus discobolus yarrowi","catostomus platyrhynchus platyrhynchus","catostomus discobolus yarrowi","catostomus platyrhynchus platyrhynchus","0.25","0.25"
"LinearCombinationMatchingRule","ES1286","BIO32474","0.25",,"peromyscus polionotus ammobates","peromyscus eremicus eremicus","peromyscus polionotus ammobates","peromyscus eremicus eremicus","0.25","0.25"
"LinearCombinationMatchingRule","ES1507","BIO16806","0.3333333333333333",,"etheostoma osburni","etheostoma barbouri","etheostoma osburni","etheostoma barbouri","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1518","BIO37051","0.3333333333333333",,"rana pretiosa","rana pipiens","rana pretiosa","rana pipiens","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1471","BIO36527","0.4",,"puma ( felis) concolor coryi","puma concolor oregonensis","puma ( felis) concolor coryi","puma concolor oregonensis","0.4","0.4"
"LinearCombinationMatchingRule","ES1038","BIO16809","0.3333333333333333",,"etheostoma wapiti","etheostoma caeruleum","etheostoma wapiti","etheostoma caeruleum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1158","BIO25444","0.0",,"loxioides bailleui","loxia curvirostra minor","loxioides bailleui","loxia curvirostra minor","0.0","0.0"
"LinearCombinationMatchingRule","ES1518","BIO37059","0.3333333333333333",,"rana pretiosa","rana sylvatica","rana pretiosa","rana sylvatica","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1331","BIO43136","0.25",,"thamnophis sirtalis tetrataenia","thamnophis sauritus","thamnophis sirtalis tetrataenia","thamnophis sauritus","0.25","0.25"
"LinearCombinationMatchingRule","ES1430","BIO16809","0.3333333333333333",,"etheostoma nuchale","etheostoma caeruleum","etheostoma nuchale","etheostoma caeruleum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES985","BIO29460","0.0",,"noturus flavipinnis","notropis petersoni","noturus flavipinnis","notropis petersoni","0.0","0.0"
"LinearCombinationMatchingRule","ES957","BIO29472","0.3333333333333333",,"noturus placidus","noturus baileyi","noturus placidus","noturus baileyi","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1193","BIO16814","0.3333333333333333",,"etheostoma phytophilum","etheostoma exile","etheostoma phytophilum","etheostoma exile","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1367","BIO14412","0.0",,"drosophila musaphilia","dromacelus piteus","drosophila musaphilia","dromacelus piteus","0.0","0.0"
"LinearCombinationMatchingRule","ES985","BIO29467","0.0",,"noturus flavipinnis","notropis stramineus","noturus flavipinnis","notropis stramineus","0.0","0.0"
"LinearCombinationMatchingRule","ES1591","BIO18241","0.3333333333333333",,"fundulus julisia","fundulus notatus","fundulus julisia","fundulus notatus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES985","BIO29468","0.0",,"noturus flavipinnis","notropis telescopus","noturus flavipinnis","notropis telescopus","0.0","0.0"
"LinearCombinationMatchingRule","ES1591","BIO18242","0.3333333333333333",,"fundulus julisia","fundulus olivaceus","fundulus julisia","fundulus olivaceus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1334","BIO10503","0.3333333333333333",,"clemmys muhlenbergii","clemmys guttata","clemmys muhlenbergii","clemmys guttata","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1169","BIO12702","0.3333333333333333",,"cyprinodon radiosus","cyprinodon milleri","cyprinodon radiosus","cyprinodon milleri","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1530","BIO31655","0.0",,"paroreomyza maculata","parus inornatus","paroreomyza maculata","parus inornatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1604","BIO17396","0.3333333333333333",,"eurycea tonkawae","eurycea cirrigera","eurycea tonkawae","eurycea cirrigera","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1286","BIO32446","0.0",,"peromyscus polionotus ammobates","perognathus amplus","peromyscus polionotus ammobates","perognathus amplus","0.0","0.0"
"LinearCombinationMatchingRule","ES1592","BIO17404","0.3333333333333333",,"eurycea waterlooensis","eurycea wilderae","eurycea waterlooensis","eurycea wilderae","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1193","BIO16826","0.3333333333333333",,"etheostoma phytophilum","etheostoma percnurum","etheostoma phytophilum","etheostoma percnurum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1026","BIO01977","0.3333333333333333",,"anas wyvilliana","anas strepera","anas wyvilliana","anas strepera","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1026","BIO01978","1.0",,"anas wyvilliana","anas wyvilliana","anas wyvilliana","anas wyvilliana","1.0","1.0"
"LinearCombinationMatchingRule","ES1484","BIO12694","0.0",,"cyprinodon macularius","cyprinella spiloptera","cyprinodon macularius","cyprinella spiloptera","0.0","0.0"
"LinearCombinationMatchingRule","ES1193","BIO16825","0.3333333333333333",,"etheostoma phytophilum","etheostoma pallididorsum","etheostoma phytophilum","etheostoma pallididorsum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1484","BIO12693","0.0",,"cyprinodon macularius","cyprinella nivea","cyprinodon macularius","cyprinella nivea","0.0","0.0"
"LinearCombinationMatchingRule","ES1530","BIO31642","0.0",,"paroreomyza maculata","parula superciliosa","paroreomyza maculata","parula superciliosa","0.0","0.0"
"LinearCombinationMatchingRule","ES1286","BIO32450","0.0",,"peromyscus polionotus ammobates","perognathus flavescens","peromyscus polionotus ammobates","perognathus flavescens","0.0","0.0"
"LinearCombinationMatchingRule","ES1530","BIO31643","0.0",,"paroreomyza maculata","parulidae","paroreomyza maculata","parulidae","0.0","0.0"
"LinearCombinationMatchingRule","ES1530","BIO31641","0.0",,"paroreomyza maculata","parula pitiayumi","paroreomyza maculata","parula pitiayumi","0.0","0.0"
"LinearCombinationMatchingRule","ES1309","BIO30106","0.25",,"oncorhynchus apache","oncorhynchus mykiss gilberti","oncorhynchus apache","oncorhynchus mykiss gilberti","0.25","0.25"
"LinearCombinationMatchingRule","ES1193","BIO16830","0.3333333333333333",,"etheostoma phytophilum","etheostoma rufilineatum","etheostoma phytophilum","etheostoma rufilineatum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1349","BIO45033","0.3333333333333333",,"vermivora bachmanii","vermivora lawrencii","vermivora bachmanii","vermivora lawrencii","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1310","BIO15966","0.5",,"eremophila alpestris strigata","eremophila alpestris occidentalis","eremophila alpestris strigata","eremophila alpestris occidentalis","0.5","0.5"
"LinearCombinationMatchingRule","ES1193","BIO16837","0.3333333333333333",,"etheostoma phytophilum","etheostoma swannanoa","etheostoma phytophilum","etheostoma swannanoa","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1193","BIO16838","0.3333333333333333",,"etheostoma phytophilum","etheostoma tippecanoe","etheostoma phytophilum","etheostoma tippecanoe","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1108","BIO17398","0.25",,"eurycea [ typhlomolge] rathbuni","eurycea junaluska","eurycea [ typhlomolge] rathbuni","eurycea junaluska","0.25","0.25"
"LinearCombinationMatchingRule","ES1484","BIO12689","0.0",,"cyprinodon macularius","cyprinella galactura","cyprinodon macularius","cyprinella galactura","0.0","0.0"
"LinearCombinationMatchingRule","ES1349","BIO45029","0.2",,"vermivora bachmanii","vermivora chrysoptera x pinus","vermivora bachmanii","vermivora chrysoptera x pinus","0.2","0.2"
"LinearCombinationMatchingRule","ES1108","BIO17399","0.25",,"eurycea [ typhlomolge] rathbuni","eurycea longicauda","eurycea [ typhlomolge] rathbuni","eurycea longicauda","0.25","0.25"
"LinearCombinationMatchingRule","ES1634","BIO44697","0.3333333333333333",,"ursus arctos horribilis","ursus","ursus arctos horribilis","ursus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1480","BIO17306","0.0",,"euphilotes enoptes smithi","euphylidorea albipes","euphilotes enoptes smithi","euphylidorea albipes","0.0","0.0"
"LinearCombinationMatchingRule","ES1286","BIO32458","0.0",,"peromyscus polionotus ammobates","perognathus merriami","peromyscus polionotus ammobates","perognathus merriami","0.0","0.0"
"LinearCombinationMatchingRule","ES1632","BIO32304","0.3333333333333333",,"percina pantherina","percina crassa","percina pantherina","percina crassa","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1243","BIO28319","0.25",,"myotis septentrionalis","myotis subulatus melanorhinus","myotis septentrionalis","myotis subulatus melanorhinus","0.25","0.25"
"LinearCombinationMatchingRule","ES1141","BIO28304","0.3333333333333333",,"myotis sodalis","myotis austroriparius","myotis sodalis","myotis austroriparius","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1476","BIO00390","0.3333333333333333",,"acipenser transmontanus","acipenser medirostris","acipenser transmontanus","acipenser medirostris","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1141","BIO28305","0.3333333333333333",,"myotis sodalis","myotis californicus","myotis sodalis","myotis californicus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1075","BIO29453","0.3333333333333333",,"notropis buccula","notropis heterodon","notropis buccula","notropis heterodon","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1088","BIO40102","0.3333333333333333",,"setophaga angelae","setophaga tigrina","setophaga angelae","setophaga tigrina","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1243","BIO28311","0.3333333333333333",,"myotis septentrionalis","myotis keenii","myotis septentrionalis","myotis keenii","0.3333333333333333","0.3333333333333333"
